Channel #,Time(s),SPR pixel position,SPR angle,Refractive Index
1,110.558,72.8414464,68.803618869202,1.33025869528476
1,112.305,72.8263104,68.804550295729,1.33026641334207
1,114.052,72.8266496,68.8045294221645,1.33026624038175
1,115.799,72.8325376,68.8041670897474,1.33026323803355
1,117.547,72.8362816,68.8039366947276,1.33026132891381
1,119.185,72.7279296,68.810604723268,1.33031657354088
1,120.932,72.3307776,68.8350519560358,1.33051896684636
1,122.679,71.0983488,68.9109790976126,1.33114603036051
1,124.426,70.8426368,68.926744928828,1.3312759485652
1,126.189,70.2414144,68.9638293195793,1.33158115269206
1,133.069,70.5681664,68.9436718894794,1.33141532503554
1,134.816,70.5205056,68.946611679409,1.33143951964066
1,136.563,70.6869184,68.9363477101885,1.33135503177276
1,138.201,70.7912064,68.9299163495412,1.33130207068989
1,140.026,70.69744,68.9356988201206,1.33134968902698
1,141.664,70.9654784,68.9191706597449,1.33121354520143
1,143.411,70.897216,68.9233795218827,1.33124822425555
1,145.159,71.1203392,68.9096234799221,1.33113485478718
1,146.906,71.0598784,68.9133507128219,1.33116557995461
1,150.4,71.2772992,68.8999484270508,1.33105507340526
1,153.786,71.4510592,68.8892396294949,1.33096672421479
1,155.533,71.5748288,68.8816128920989,1.33090377463332
1,159.027,71.6396608,68.8776183010669,1.33087079482029
1,160.774,71.7431616,68.8712417005881,1.33081813567734
1,162.412,71.785056,68.8686608125353,1.33079681761938
1,165.907,71.9287552,68.8598091204523,1.33072368272958
1,167.654,72.019008,68.8542503257472,1.33067773860277
1,169.401,72.0226816,68.8540240745218,1.33067586834724
1,171.148,72.0923776,68.8497317690843,1.33064038308725
1,172.786,72.1214144,68.8479435959305,1.33062559776885
1,174.534,72.1737344,68.8447217077274,1.33059895470925
1,176.281,72.2274688,68.841412899797,1.33057158856283
1,178.028,72.2656256,68.8390634256524,1.330552154121
1,179.775,72.325472,68.8353786167845,1.33052166958258
1,181.523,72.3427456,68.8343151041686,1.33051287010116
1,183.27,72.39344,68.8311940258848,1.33048704375539
1,184.908,72.4394624,68.8283607267361,1.3304635953589
